date,year,month,month_name,day,day_of_week,day_name,week_of_year,quarter,is_weekend,is_month_start,is_month_end,is_payday
2017-05-10,2017,5,May,10,2,Wednesday,19,2,False,False,False,False
2017-05-11,2017,5,May,11,3,Thursday,19,2,False,False,False,False
2017-05-12,2017,5,May,12,4,Friday,19,2,False,False,False,False
2017-05-13,2017,5,May,13,5,Saturday,19,2,True,False,False,False
2017-05-14,2017,5,May,14,6,Sunday,19,2,True,False,False,False
2017-05-15,2017,5,May,15,0,Monday,20,2,False,False,False,True
2017-05-16,2017,5,May,16,1,Tuesday,20,2,False,False,False,False
2017-05-17,2017,5,May,17,2,Wednesday,20,2,False,False,False,False
2017-05-18,2017,5,May,18,3,Thursday,20,2,False,False,False,False
2017-05-19,2017,5,May,19,4,Friday,20,2,False,False,False,False
2017-05-20,2017,5,May,20,5,Saturday,20,2,True,False,False,False
2017-05-21,2017,5,May,21,6,Sunday,20,2,True,False,False,False
2017-05-22,2017,5,May,22,0,Monday,21,2,False,False,False,False
2017-05-23,2017,5,May,23,1,Tuesday,21,2,False,False,False,False
2017-05-24,2017,5,May,24,2,Wednesday,21,2,False,False,False,False
2017-05-25,2017,5,May,25,3,Thursday,21,2,False,False,False,False
2017-05-26,2017,5,May,26,4,Friday,21,2,False,False,False,False
2017-05-27,2017,5,May,27,5,Saturday,21,2,True,False,False,False
2017-05-28,2017,5,May,28,6,Sunday,21,2,True,False,False,False
2017-05-29,2017,5,May,29,0,Monday,22,2,False,False,False,False
2017-05-30,2017,5,May,30,1,Tuesday,22,2,False,False,False,False
2017-05-31,2017,5,May,31,2,Wednesday,22,2,False,False,True,True
2017-06-01,2017,6,June,1,3,Thursday,22,2,False,True,False,False
2017-06-02,2017,6,June,2,4,Friday,22,2,False,False,False,False
2017-06-03,2017,6,June,3,5,Saturday,22,2,True,False,False,False
2017-06-04,2017,6,June,4,6,Sunday,22,2,True,False,False,False
2017-06-05,2017,6,June,5,0,Monday,23,2,False,False,False,False
2017-06-06,2017,6,June,6,1,Tuesday,23,2,False,False,False,False
2017-06-07,2017,6,June,7,2,Wednesday,23,2,False,False,False,False
2017-06-08,2017,6,June,8,3,Thursday,23,2,False,False,False,False
2017-06-09,2017,6,June,9,4,Friday,23,2,False,False,False,False
2017-06-10,2017,6,June,10,5,Saturday,23,2,True,False,False,False
2017-06-11,2017,6,June,11,6,Sunday,23,2,True,False,False,False
2017-06-12,2017,6,June,12,0,Monday,24,2,False,False,False,False
2017-06-13,2017,6,June,13,1,Tuesday,24,2,False,False,False,False
2017-06-14,2017,6,June,14,2,Wednesday,24,2,False,False,False,False
2017-06-15,2017,6,June,15,3,Thursday,24,2,False,False,False,True
2017-06-16,2017,6,June,16,4,Friday,24,2,False,False,False,False
2017-06-17,2017,6,June,17,5,Saturday,24,2,True,False,False,False
2017-06-18,2017,6,June,18,6,Sunday,24,2,True,False,False,False
2017-06-19,2017,6,June,19,0,Monday,25,2,False,False,False,False
2017-06-20,2017,6,June,20,1,Tuesday,25,2,False,False,False,False
2017-06-21,2017,6,June,21,2,Wednesday,25,2,False,False,False,False
2017-06-22,2017,6,June,22,3,Thursday,25,2,False,False,False,False
2017-06-23,2017,6,June,23,4,Friday,25,2,False,False,False,False
2017-06-24,2017,6,June,24,5,Saturday,25,2,True,False,False,False
2017-06-25,2017,6,June,25,6,Sunday,25,2,True,False,False,False
2017-06-26,2017,6,June,26,0,Monday,26,2,False,False,False,False
2017-06-27,2017,6,June,27,1,Tuesday,26,2,False,False,False,False
2017-06-28,2017,6,June,28,2,Wednesday,26,2,False,False,False,False
2017-06-29,2017,6,June,29,3,Thursday,26,2,False,False,False,False
2017-06-30,2017,6,June,30,4,Friday,26,2,False,False,True,True
2017-07-01,2017,7,July,1,5,Saturday,26,3,True,True,False,False
2017-07-02,2017,7,July,2,6,Sunday,26,3,True,False,False,False
2017-07-03,2017,7,July,3,0,Monday,27,3,False,False,False,False
2017-07-04,2017,7,July,4,1,Tuesday,27,3,False,False,False,False
2017-07-05,2017,7,July,5,2,Wednesday,27,3,False,False,False,False
2017-07-06,2017,7,July,6,3,Thursday,27,3,False,False,False,False
2017-07-07,2017,7,July,7,4,Friday,27,3,False,False,False,False
2017-07-08,2017,7,July,8,5,Saturday,27,3,True,False,False,False
2017-07-09,2017,7,July,9,6,Sunday,27,3,True,False,False,False
2017-07-10,2017,7,July,10,0,Monday,28,3,False,False,False,False
2017-07-11,2017,7,July,11,1,Tuesday,28,3,False,False,False,False
2017-07-12,2017,7,July,12,2,Wednesday,28,3,False,False,False,False
2017-07-13,2017,7,July,13,3,Thursday,28,3,False,False,False,False
2017-07-14,2017,7,July,14,4,Friday,28,3,False,False,False,False
2017-07-15,2017,7,July,15,5,Saturday,28,3,True,False,False,True
2017-07-16,2017,7,July,16,6,Sunday,28,3,True,False,False,False
2017-07-17,2017,7,July,17,0,Monday,29,3,False,False,False,False
2017-07-18,2017,7,July,18,1,Tuesday,29,3,False,False,False,False
2017-07-19,2017,7,July,19,2,Wednesday,29,3,False,False,False,False
2017-07-20,2017,7,July,20,3,Thursday,29,3,False,False,False,False
2017-07-21,2017,7,July,21,4,Friday,29,3,False,False,False,False
2017-07-22,2017,7,July,22,5,Saturday,29,3,True,False,False,False
2017-07-23,2017,7,July,23,6,Sunday,29,3,True,False,False,False
2017-07-24,2017,7,July,24,0,Monday,30,3,False,False,False,False
2017-07-25,2017,7,July,25,1,Tuesday,30,3,False,False,False,False
2017-07-26,2017,7,July,26,2,Wednesday,30,3,False,False,False,False
2017-07-27,2017,7,July,27,3,Thursday,30,3,False,False,False,False
2017-07-28,2017,7,July,28,4,Friday,30,3,False,False,False,False
2017-07-29,2017,7,July,29,5,Saturday,30,3,True,False,False,False
2017-07-30,2017,7,July,30,6,Sunday,30,3,True,False,False,False
2017-07-31,2017,7,July,31,0,Monday,31,3,False,False,True,True
2017-08-01,2017,8,August,1,1,Tuesday,31,3,False,True,False,False
2017-08-02,2017,8,August,2,2,Wednesday,31,3,False,False,False,False
2017-08-03,2017,8,August,3,3,Thursday,31,3,False,False,False,False
2017-08-04,2017,8,August,4,4,Friday,31,3,False,False,False,False
2017-08-05,2017,8,August,5,5,Saturday,31,3,True,False,False,False
2017-08-06,2017,8,August,6,6,Sunday,31,3,True,False,False,False
2017-08-07,2017,8,August,7,0,Monday,32,3,False,False,False,False
2017-08-08,2017,8,August,8,1,Tuesday,32,3,False,False,False,False
2017-08-09,2017,8,August,9,2,Wednesday,32,3,False,False,False,False
2017-08-10,2017,8,August,10,3,Thursday,32,3,False,False,False,False
2017-08-11,2017,8,August,11,4,Friday,32,3,False,False,False,False
2017-08-12,2017,8,August,12,5,Saturday,32,3,True,False,False,False
2017-08-13,2017,8,August,13,6,Sunday,32,3,True,False,False,False
2017-08-14,2017,8,August,14,0,Monday,33,3,False,False,False,False
2017-08-15,2017,8,August,15,1,Tuesday,33,3,False,False,False,True
2017-08-16,2017,8,August,16,2,Wednesday,33,3,False,False,False,False
2017-08-17,2017,8,August,17,3,Thursday,33,3,False,False,False,False
2017-08-18,2017,8,August,18,4,Friday,33,3,False,False,False,False
2017-08-19,2017,8,August,19,5,Saturday,33,3,True,False,False,False
2017-08-20,2017,8,August,20,6,Sunday,33,3,True,False,False,False
2017-08-21,2017,8,August,21,0,Monday,34,3,False,False,False,False
2017-08-22,2017,8,August,22,1,Tuesday,34,3,False,False,False,False
2017-08-23,2017,8,August,23,2,Wednesday,34,3,False,False,False,False
2017-08-24,2017,8,August,24,3,Thursday,34,3,False,False,False,False
2017-08-25,2017,8,August,25,4,Friday,34,3,False,False,False,False
2017-08-26,2017,8,August,26,5,Saturday,34,3,True,False,False,False
2017-08-27,2017,8,August,27,6,Sunday,34,3,True,False,False,False
2017-08-28,2017,8,August,28,0,Monday,35,3,False,False,False,False
2017-08-29,2017,8,August,29,1,Tuesday,35,3,False,False,False,False
2017-08-30,2017,8,August,30,2,Wednesday,35,3,False,False,False,False
2017-08-31,2017,8,August,31,3,Thursday,35,3,False,False,True,True
